title	gene_name	label	biosample_summary	accession	md5sum	file_format	assembly	paired_end	paired_with	output_type	biological_replicates	fn_hr	fn_acc
NPM1 (Homo sapiens)	NPM1	NPM1	K562	ENCFF996KND	b25f83660e651e8326b985ad37718521	fastq	NA	2	/files/ENCFF217PBP/	reads	1	NPM1_K562_rep1_R2_reads.fastq.gz	ENCFF996KND.fastq.gz
HNRNPK (Homo sapiens)	HNRNPK	HNRNPK	K562	ENCFF228HUK	c33be29223d7aa10f1f00f539719bc6d	fastq	NA	1	/files/ENCFF169OLG/	reads	2	HNRNPK_K562_rep2_R1_reads.fastq.gz	ENCFF228HUK.fastq.gz
HNRNPK (Homo sapiens)	HNRNPK	HNRNPK	K562	ENCFF335HRO	9fb87e6f3fb970421d944d460bb18828	fastq	NA	1	/files/ENCFF900FEK/	reads	1	HNRNPK_K562_rep1_R1_reads.fastq.gz	ENCFF335HRO.fastq.gz
HNRNPK (Homo sapiens)	HNRNPK	HNRNPK	K562	ENCFF900FEK	f3e7cfa512525068887564bb39306872	fastq	NA	2	/files/ENCFF335HRO/	reads	1	HNRNPK_K562_rep1_R2_reads.fastq.gz	ENCFF900FEK.fastq.gz
HNRNPK (Homo sapiens)	HNRNPK	HNRNPK	K562	ENCFF169OLG	190407c4d7d619f8746c2d879a0d3521	fastq	NA	2	/files/ENCFF228HUK/	reads	2	HNRNPK_K562_rep2_R2_reads.fastq.gz	ENCFF169OLG.fastq.gz
LIN28B (Homo sapiens)	LIN28B	LIN28B	HepG2	ENCFF916HAS	071014d5835fff47a3d133f592519bed	fastq	NA	1	/files/ENCFF459WIT/	reads	1	LIN28B_HepG2_rep1_R1_reads.fastq.gz	ENCFF916HAS.fastq.gz
LIN28B (Homo sapiens)	LIN28B	LIN28B	HepG2	ENCFF794YIP	ffd276d0e4bd8af56ac78bc77602e265	fastq	NA	1	/files/ENCFF917QVW/	reads	2	LIN28B_HepG2_rep2_R1_reads.fastq.gz	ENCFF794YIP.fastq.gz
LIN28B (Homo sapiens)	LIN28B	LIN28B	HepG2	ENCFF459WIT	50e256bc56ba0ec794c6a98688e1c9c4	fastq	NA	2	/files/ENCFF916HAS/	reads	1	LIN28B_HepG2_rep1_R2_reads.fastq.gz	ENCFF459WIT.fastq.gz
LIN28B (Homo sapiens)	LIN28B	LIN28B	HepG2	ENCFF917QVW	0fde250d1f7c74c7801c413fbca1c4cb	fastq	NA	2	/files/ENCFF794YIP/	reads	2	LIN28B_HepG2_rep2_R2_reads.fastq.gz	ENCFF917QVW.fastq.gz
U2AF1 (Homo sapiens)	U2AF1	U2AF1	K562	ENCFF818OSI	169bc20d99109e54f640e1bf46d77dc6	fastq	NA	1	/files/ENCFF208AKL/	reads	2	U2AF1_K562_rep2_R1_reads.fastq.gz	ENCFF818OSI.fastq.gz
U2AF1 (Homo sapiens)	U2AF1	U2AF1	K562	ENCFF936MBM	37e4845ac2cb3f37d3bf020452844855	fastq	NA	1	/files/ENCFF663SQD/	reads	1	U2AF1_K562_rep1_R1_reads.fastq.gz	ENCFF936MBM.fastq.gz
U2AF1 (Homo sapiens)	U2AF1	U2AF1	K562	ENCFF663SQD	957e6d00c3523b7ed803ae5626ccf64c	fastq	NA	2	/files/ENCFF936MBM/	reads	1	U2AF1_K562_rep1_R2_reads.fastq.gz	ENCFF663SQD.fastq.gz
U2AF1 (Homo sapiens)	U2AF1	U2AF1	K562	ENCFF208AKL	eebf5c9c8ec3da264e68ff680e83208a	fastq	NA	2	/files/ENCFF818OSI/	reads	2	U2AF1_K562_rep2_R2_reads.fastq.gz	ENCFF208AKL.fastq.gz
SLBP (Homo sapiens)	SLBP	SLBP	K562	ENCFF192LYD	f175b26d29568978469604e2d490a3d0	fastq	NA	1	/files/ENCFF929QLP/	reads	1	SLBP_K562_rep1_R1_reads.fastq.gz	ENCFF192LYD.fastq.gz
SLBP (Homo sapiens)	SLBP	SLBP	K562	ENCFF835QFU	bf6bcd951a6fdb375fd0bc836905f71d	fastq	NA	1	/files/ENCFF833YXA/	reads	2	SLBP_K562_rep2_R1_reads.fastq.gz	ENCFF835QFU.fastq.gz
SLBP (Homo sapiens)	SLBP	SLBP	K562	ENCFF929QLP	aa368fb980d585b9c59a8a9103e2942b	fastq	NA	2	/files/ENCFF192LYD/	reads	1	SLBP_K562_rep1_R2_reads.fastq.gz	ENCFF929QLP.fastq.gz
SLBP (Homo sapiens)	SLBP	SLBP	K562	ENCFF833YXA	37a23b4ffe500997b776bfe14d66232e	fastq	NA	2	/files/ENCFF835QFU/	reads	2	SLBP_K562_rep2_R2_reads.fastq.gz	ENCFF833YXA.fastq.gz
EFTUD2 (Homo sapiens)	EFTUD2	EFTUD2	K562	ENCFF073SAE	e377267df5c65eaa348ade189f2c16ce	fastq	NA	1	/files/ENCFF273YUG/	reads	1	EFTUD2_K562_rep1_R1_reads.fastq.gz	ENCFF073SAE.fastq.gz
EFTUD2 (Homo sapiens)	EFTUD2	EFTUD2	K562	ENCFF701RMR	38bff5edbd06c4169e1634ceb09d8618	fastq	NA	1	/files/ENCFF688KVW/	reads	2	EFTUD2_K562_rep2_R1_reads.fastq.gz	ENCFF701RMR.fastq.gz
EFTUD2 (Homo sapiens)	EFTUD2	EFTUD2	K562	ENCFF273YUG	1595c485a5eb2764936c79d87f38fdc2	fastq	NA	2	/files/ENCFF073SAE/	reads	1	EFTUD2_K562_rep1_R2_reads.fastq.gz	ENCFF273YUG.fastq.gz
EFTUD2 (Homo sapiens)	EFTUD2	EFTUD2	K562	ENCFF688KVW	a6518c149ea6baa8cf82b0fce033c147	fastq	NA	2	/files/ENCFF701RMR/	reads	2	EFTUD2_K562_rep2_R2_reads.fastq.gz	ENCFF688KVW.fastq.gz
FASTKD2 (Homo sapiens)	FASTKD2	FASTKD2	K562	ENCFF225HCD	886a3ec72af7b0645014a5cc7a97cd89	fastq	NA	1	/files/ENCFF567KSY/	reads	2	FASTKD2_K562_rep2_R1_reads.fastq.gz	ENCFF225HCD.fastq.gz
FASTKD2 (Homo sapiens)	FASTKD2	FASTKD2	K562	ENCFF724UQB	28a976f96fd8b8fc92450863d99d50e8	fastq	NA	1	/files/ENCFF111XRA/	reads	1	FASTKD2_K562_rep1_R1_reads.fastq.gz	ENCFF724UQB.fastq.gz
FASTKD2 (Homo sapiens)	FASTKD2	FASTKD2	K562	ENCFF111XRA	70c999b8248ed5ed08b383e59ed21781	fastq	NA	2	/files/ENCFF724UQB/	reads	1	FASTKD2_K562_rep1_R2_reads.fastq.gz	ENCFF111XRA.fastq.gz
FASTKD2 (Homo sapiens)	FASTKD2	FASTKD2	K562	ENCFF567KSY	6fc280e4968e500e63f7943a3c635ec4	fastq	NA	2	/files/ENCFF225HCD/	reads	2	FASTKD2_K562_rep2_R2_reads.fastq.gz	ENCFF567KSY.fastq.gz
TRA2A (Homo sapiens)	TRA2A	TRA2A	K562	ENCFF917GQR	66cbd78d453d57e26d87f9da9d387de0	fastq	NA	1	/files/ENCFF116QDH/	reads	1	TRA2A_K562_rep1_R1_reads.fastq.gz	ENCFF917GQR.fastq.gz
TRA2A (Homo sapiens)	TRA2A	TRA2A	K562	ENCFF795IGM	1400f238b7ad0196f221ac67dcc5ed8c	fastq	NA	1	/files/ENCFF349ZAH/	reads	2	TRA2A_K562_rep2_R1_reads.fastq.gz	ENCFF795IGM.fastq.gz
TRA2A (Homo sapiens)	TRA2A	TRA2A	K562	ENCFF349ZAH	f70a6e6227da6e48921606f1bcbe3907	fastq	NA	2	/files/ENCFF795IGM/	reads	2	TRA2A_K562_rep2_R2_reads.fastq.gz	ENCFF349ZAH.fastq.gz
TRA2A (Homo sapiens)	TRA2A	TRA2A	K562	ENCFF116QDH	0dd47fcaedaa691dbcd69b356c082ad5	fastq	NA	2	/files/ENCFF917GQR/	reads	1	TRA2A_K562_rep1_R2_reads.fastq.gz	ENCFF116QDH.fastq.gz
ZNF622 (Homo sapiens)	ZNF622	ZNF622	K562	ENCFF529AAI	060287cead49437ab60df0dba04a5f68	fastq	NA	1	/files/ENCFF005MIK/	reads	2	ZNF622_K562_rep2_R1_reads.fastq.gz	ENCFF529AAI.fastq.gz
ZNF622 (Homo sapiens)	ZNF622	ZNF622	K562	ENCFF890BOX	3a7c088f0e3c99e9d7c4b812e357321a	fastq	NA	1	/files/ENCFF241RKD/	reads	1	ZNF622_K562_rep1_R1_reads.fastq.gz	ENCFF890BOX.fastq.gz
ZNF622 (Homo sapiens)	ZNF622	ZNF622	K562	ENCFF241RKD	5c10532a0d41333b3d6034d087636809	fastq	NA	2	/files/ENCFF890BOX/	reads	1	ZNF622_K562_rep1_R2_reads.fastq.gz	ENCFF241RKD.fastq.gz
ZNF622 (Homo sapiens)	ZNF622	ZNF622	K562	ENCFF005MIK	e1276af551504402b3a472df427e9023	fastq	NA	2	/files/ENCFF529AAI/	reads	2	ZNF622_K562_rep2_R2_reads.fastq.gz	ENCFF005MIK.fastq.gz
TAF15 (Homo sapiens)	TAF15	TAF15	K562	ENCFF798VKV	863c15372812f076198798cf7f032c74	fastq	NA	1	/files/ENCFF364URW/	reads	1	TAF15_K562_rep1_R1_reads.fastq.gz	ENCFF798VKV.fastq.gz
TAF15 (Homo sapiens)	TAF15	TAF15	K562	ENCFF646IFT	649fa0f0617e71281565b90bc7d8c15f	fastq	NA	1	/files/ENCFF915ATC/	reads	2	TAF15_K562_rep2_R1_reads.fastq.gz	ENCFF646IFT.fastq.gz
TAF15 (Homo sapiens)	TAF15	TAF15	K562	ENCFF364URW	0f09a5fa6b205cabc4d6e7d2b10dbceb	fastq	NA	2	/files/ENCFF798VKV/	reads	1	TAF15_K562_rep1_R2_reads.fastq.gz	ENCFF364URW.fastq.gz
TAF15 (Homo sapiens)	TAF15	TAF15	K562	ENCFF915ATC	c0d9ed21a18b45d3a187481b2e054bbe	fastq	NA	2	/files/ENCFF646IFT/	reads	2	TAF15_K562_rep2_R2_reads.fastq.gz	ENCFF915ATC.fastq.gz
TIA1 (Homo sapiens)	TIA1	TIA1	K562	ENCFF893QVN	6ebefb766bfe589610e3ac5a75869baf	fastq	NA	1	/files/ENCFF820BWG/	reads	1	TIA1_K562_rep1_R1_reads.fastq.gz	ENCFF893QVN.fastq.gz
TIA1 (Homo sapiens)	TIA1	TIA1	K562	ENCFF604VPQ	20b0597db234765783635f296d5427e7	fastq	NA	1	/files/ENCFF710AFX/	reads	2	TIA1_K562_rep2_R1_reads.fastq.gz	ENCFF604VPQ.fastq.gz
TIA1 (Homo sapiens)	TIA1	TIA1	K562	ENCFF710AFX	080e99fb2da8a450a5883c700bb7d81f	fastq	NA	2	/files/ENCFF604VPQ/	reads	2	TIA1_K562_rep2_R2_reads.fastq.gz	ENCFF710AFX.fastq.gz
TIA1 (Homo sapiens)	TIA1	TIA1	K562	ENCFF820BWG	da2b16649ed776a1355d53dfd2b9f309	fastq	NA	2	/files/ENCFF893QVN/	reads	1	TIA1_K562_rep1_R2_reads.fastq.gz	ENCFF820BWG.fastq.gz
AGGF1 eCLIP mock input (Homo sapiens)	NA	AGGF1 eCLIP mock input	HepG2	ENCFF794KAP	bd5ccc8ae2b1374a200d874b2e777029	fastq	NA	1	/files/ENCFF782ZJI/	reads	1	AGGF1-eCLIP-mock-input_HepG2_rep1_R1_reads.fastq.gz	ENCFF794KAP.fastq.gz
AGGF1 eCLIP mock input (Homo sapiens)	NA	AGGF1 eCLIP mock input	HepG2	ENCFF782ZJI	fe24921dd81a26e28c3213eb9dadaa71	fastq	NA	2	/files/ENCFF794KAP/	reads	1	AGGF1-eCLIP-mock-input_HepG2_rep1_R2_reads.fastq.gz	ENCFF782ZJI.fastq.gz
XRCC6 (Homo sapiens)	XRCC6	XRCC6	K562	ENCFF041HAI	73260130fcf86e2cc089686e7ed74619	fastq	NA	1	/files/ENCFF290QYC/	reads	2	XRCC6_K562_rep2_R1_reads.fastq.gz	ENCFF041HAI.fastq.gz
XRCC6 (Homo sapiens)	XRCC6	XRCC6	K562	ENCFF701NLR	0e73ee7073e64c08e3dc58395596deed	fastq	NA	1	/files/ENCFF830OQL/	reads	1	XRCC6_K562_rep1_R1_reads.fastq.gz	ENCFF701NLR.fastq.gz
XRCC6 (Homo sapiens)	XRCC6	XRCC6	K562	ENCFF290QYC	69484f027e1496d5c38e9f6ae73f7e0c	fastq	NA	2	/files/ENCFF041HAI/	reads	2	XRCC6_K562_rep2_R2_reads.fastq.gz	ENCFF290QYC.fastq.gz
XRCC6 (Homo sapiens)	XRCC6	XRCC6	K562	ENCFF830OQL	efac80b166b91792d44d0c71c29c723c	fastq	NA	2	/files/ENCFF701NLR/	reads	1	XRCC6_K562_rep1_R2_reads.fastq.gz	ENCFF830OQL.fastq.gz
DKC1 eCLIP mock input (Homo sapiens)	NA	DKC1 eCLIP mock input	HepG2	ENCFF793DFG	79fb47131f7b9aee658ce8337bd63443	fastq	NA	1	/files/ENCFF734WRT/	reads	1	DKC1-eCLIP-mock-input_HepG2_rep1_R1_reads.fastq.gz	ENCFF793DFG.fastq.gz
DKC1 eCLIP mock input (Homo sapiens)	NA	DKC1 eCLIP mock input	HepG2	ENCFF734WRT	8dade94d52bd7d599d03525db592eade	fastq	NA	2	/files/ENCFF793DFG/	reads	1	DKC1-eCLIP-mock-input_HepG2_rep1_R2_reads.fastq.gz	ENCFF734WRT.fastq.gz
CDC40 eCLIP mock input (Homo sapiens)	NA	CDC40 eCLIP mock input	HepG2	ENCFF238HQO	0130045acc5666904b65a5ca1075ff44	fastq	NA	1	/files/ENCFF188PUE/	reads	1	CDC40-eCLIP-mock-input_HepG2_rep1_R1_reads.fastq.gz	ENCFF238HQO.fastq.gz
CDC40 eCLIP mock input (Homo sapiens)	NA	CDC40 eCLIP mock input	HepG2	ENCFF188PUE	d23a23e15720dbddab36ce424fa62214	fastq	NA	2	/files/ENCFF238HQO/	reads	1	CDC40-eCLIP-mock-input_HepG2_rep1_R2_reads.fastq.gz	ENCFF188PUE.fastq.gz
DDX3X (Homo sapiens)	DDX3X	DDX3X	HepG2	ENCFF484KWX	67f45f16b59dfe0bf24a57a3179f12f5	fastq	NA	1	/files/ENCFF244ADV/	reads	1	DDX3X_HepG2_rep1_R1_reads.fastq.gz	ENCFF484KWX.fastq.gz
DDX3X (Homo sapiens)	DDX3X	DDX3X	HepG2	ENCFF524KUN	323b7cbeed8d79deb7237cf795332ac7	fastq	NA	1	/files/ENCFF059FHR/	reads	2	DDX3X_HepG2_rep2_R1_reads.fastq.gz	ENCFF524KUN.fastq.gz
DDX3X (Homo sapiens)	DDX3X	DDX3X	HepG2	ENCFF244ADV	16a4e622e0830c5de3df4a8b3378eef3	fastq	NA	2	/files/ENCFF484KWX/	reads	1	DDX3X_HepG2_rep1_R2_reads.fastq.gz	ENCFF244ADV.fastq.gz
DDX3X (Homo sapiens)	DDX3X	DDX3X	HepG2	ENCFF059FHR	202694fbbf23ef039022acf85ef2d99d	fastq	NA	2	/files/ENCFF524KUN/	reads	2	DDX3X_HepG2_rep2_R2_reads.fastq.gz	ENCFF059FHR.fastq.gz
CSTF2T (Homo sapiens)	CSTF2T	CSTF2T	HepG2	ENCFF762UXF	2123a2ee9f95337431f9ead0d3c7b934	fastq	NA	1	/files/ENCFF093WJU/	reads	1	CSTF2T_HepG2_rep1_R1_reads.fastq.gz	ENCFF762UXF.fastq.gz
CSTF2T (Homo sapiens)	CSTF2T	CSTF2T	HepG2	ENCFF860GJP	7afcf1fe01e402e6d26c283f861d6136	fastq	NA	1	/files/ENCFF313BCR/	reads	2	CSTF2T_HepG2_rep2_R1_reads.fastq.gz	ENCFF860GJP.fastq.gz
CSTF2T (Homo sapiens)	CSTF2T	CSTF2T	HepG2	ENCFF093WJU	549db0bffbd1ea467cbccd0d56fa9144	fastq	NA	2	/files/ENCFF762UXF/	reads	1	CSTF2T_HepG2_rep1_R2_reads.fastq.gz	ENCFF093WJU.fastq.gz
CSTF2T (Homo sapiens)	CSTF2T	CSTF2T	HepG2	ENCFF313BCR	69034e921f96d09c7189ee98027d6584	fastq	NA	2	/files/ENCFF860GJP/	reads	2	CSTF2T_HepG2_rep2_R2_reads.fastq.gz	ENCFF313BCR.fastq.gz
GRWD1 (Homo sapiens)	GRWD1	GRWD1	HepG2	ENCFF451BKG	6f613ee47749375d9aafac676bd5c9ca	fastq	NA	1	/files/ENCFF933DLG/	reads	2	GRWD1_HepG2_rep2_R1_reads.fastq.gz	ENCFF451BKG.fastq.gz
GRWD1 (Homo sapiens)	GRWD1	GRWD1	HepG2	ENCFF500BLJ	d5dc5fe4f7f7da77f9e4446221dd1e7c	fastq	NA	1	/files/ENCFF874PLO/	reads	1	GRWD1_HepG2_rep1_R1_reads.fastq.gz	ENCFF500BLJ.fastq.gz
GRWD1 (Homo sapiens)	GRWD1	GRWD1	HepG2	ENCFF874PLO	e52c58739325cdf25a9c58c97ace968b	fastq	NA	2	/files/ENCFF500BLJ/	reads	1	GRWD1_HepG2_rep1_R2_reads.fastq.gz	ENCFF874PLO.fastq.gz
GRWD1 (Homo sapiens)	GRWD1	GRWD1	HepG2	ENCFF933DLG	9579c28a68cf0a533ab04a928b5135df	fastq	NA	2	/files/ENCFF451BKG/	reads	2	GRWD1_HepG2_rep2_R2_reads.fastq.gz	ENCFF933DLG.fastq.gz
SMNDC1 (Homo sapiens)	SMNDC1	SMNDC1	HepG2	ENCFF643XEW	b45618a017400ad763139ba012ce1be0	fastq	NA	1	/files/ENCFF963AVW/	reads	1	SMNDC1_HepG2_rep1_R1_reads.fastq.gz	ENCFF643XEW.fastq.gz
SMNDC1 (Homo sapiens)	SMNDC1	SMNDC1	HepG2	ENCFF347ARQ	5a712de6523d85e62408da5ca874a5c9	fastq	NA	1	/files/ENCFF911CAB/	reads	2	SMNDC1_HepG2_rep2_R1_reads.fastq.gz	ENCFF347ARQ.fastq.gz
SMNDC1 (Homo sapiens)	SMNDC1	SMNDC1	HepG2	ENCFF911CAB	3ec762818164bc494908da90be1a34a0	fastq	NA	2	/files/ENCFF347ARQ/	reads	2	SMNDC1_HepG2_rep2_R2_reads.fastq.gz	ENCFF911CAB.fastq.gz
SMNDC1 (Homo sapiens)	SMNDC1	SMNDC1	HepG2	ENCFF963AVW	22311f6433b3e95b5b41dfac2a575acb	fastq	NA	2	/files/ENCFF643XEW/	reads	1	SMNDC1_HepG2_rep1_R2_reads.fastq.gz	ENCFF963AVW.fastq.gz
DDX6 (Homo sapiens)	DDX6	DDX6	HepG2	ENCFF513AFK	8abb8dfa555df149b679ff58c56f0a8d	fastq	NA	1	/files/ENCFF057WYD/	reads	1	DDX6_HepG2_rep1_R1_reads.fastq.gz	ENCFF513AFK.fastq.gz
DDX6 (Homo sapiens)	DDX6	DDX6	HepG2	ENCFF102XRX	a2a7fb7dc1710ebb8ae356ed75ce2108	fastq	NA	1	/files/ENCFF566VWD/	reads	2	DDX6_HepG2_rep2_R1_reads.fastq.gz	ENCFF102XRX.fastq.gz
DDX6 (Homo sapiens)	DDX6	DDX6	HepG2	ENCFF057WYD	abb3eac77e65ec2372b8f5b914faf95c	fastq	NA	2	/files/ENCFF513AFK/	reads	1	DDX6_HepG2_rep1_R2_reads.fastq.gz	ENCFF057WYD.fastq.gz
DDX6 (Homo sapiens)	DDX6	DDX6	HepG2	ENCFF566VWD	d1dd8e10dc67b70e691e7cedd22a8d38	fastq	NA	2	/files/ENCFF102XRX/	reads	2	DDX6_HepG2_rep2_R2_reads.fastq.gz	ENCFF566VWD.fastq.gz
HNRNPA1 eCLIP mock input (Homo sapiens)	NA	HNRNPA1 eCLIP mock input	HepG2	ENCFF854MYE	bd8ac00f1fb1aa0c7e37361f8c127d55	fastq	NA	1	/files/ENCFF483JSE/	reads	1	HNRNPA1-eCLIP-mock-input_HepG2_rep1_R1_reads.fastq.gz	ENCFF854MYE.fastq.gz
HNRNPA1 eCLIP mock input (Homo sapiens)	NA	HNRNPA1 eCLIP mock input	HepG2	ENCFF483JSE	d65dbe6f7a8878c1816000db5ca1e72f	fastq	NA	2	/files/ENCFF854MYE/	reads	1	HNRNPA1-eCLIP-mock-input_HepG2_rep1_R2_reads.fastq.gz	ENCFF483JSE.fastq.gz
DHX30 (Homo sapiens)	DHX30	DHX30	K562	ENCFF238BOS	3deaebbfa3bab34b453f420cb5866075	fastq	NA	1	/files/ENCFF510RNY/	reads	2	DHX30_K562_rep2_R1_reads.fastq.gz	ENCFF238BOS.fastq.gz
DHX30 (Homo sapiens)	DHX30	DHX30	K562	ENCFF116KYR	65b2969e55f84ce6793e3996439db05b	fastq	NA	1	/files/ENCFF413RCX/	reads	1	DHX30_K562_rep1_R1_reads.fastq.gz	ENCFF116KYR.fastq.gz
DHX30 (Homo sapiens)	DHX30	DHX30	K562	ENCFF413RCX	908b87625525628b294df60d7dbf7afd	fastq	NA	2	/files/ENCFF116KYR/	reads	1	DHX30_K562_rep1_R2_reads.fastq.gz	ENCFF413RCX.fastq.gz
DHX30 (Homo sapiens)	DHX30	DHX30	K562	ENCFF510RNY	60929ea65fc624e4b0196263929ceb32	fastq	NA	2	/files/ENCFF238BOS/	reads	2	DHX30_K562_rep2_R2_reads.fastq.gz	ENCFF510RNY.fastq.gz
FMR1 (Homo sapiens)	FMR1	FMR1	K562	ENCFF647ULQ	a317a7b8198da1c70ac01ef6d82fcb5f	fastq	NA	1	/files/ENCFF111LIY/	reads	1	FMR1_K562_rep1_R1_reads.fastq.gz	ENCFF647ULQ.fastq.gz
FMR1 (Homo sapiens)	FMR1	FMR1	K562	ENCFF319MIE	c2d5a374f26ad3fffafc78a91274ba82	fastq	NA	1	/files/ENCFF217LJP/	reads	2	FMR1_K562_rep2_R1_reads.fastq.gz	ENCFF319MIE.fastq.gz
FMR1 (Homo sapiens)	FMR1	FMR1	K562	ENCFF111LIY	7cd768c34b9de3b9cd635b8302422f1e	fastq	NA	2	/files/ENCFF647ULQ/	reads	1	FMR1_K562_rep1_R2_reads.fastq.gz	ENCFF111LIY.fastq.gz
FMR1 (Homo sapiens)	FMR1	FMR1	K562	ENCFF217LJP	b2a260707f6ea76264a986b736e4169c	fastq	NA	2	/files/ENCFF319MIE/	reads	2	FMR1_K562_rep2_R2_reads.fastq.gz	ENCFF217LJP.fastq.gz
HNRNPL (Homo sapiens)	HNRNPL	HNRNPL	K562	ENCFF868IOA	6f1657ebd0ac089e7a4c7a1222dbf5a8	fastq	NA	1	/files/ENCFF549QWD/	reads	2	HNRNPL_K562_rep2_R1_reads.fastq.gz	ENCFF868IOA.fastq.gz
HNRNPL (Homo sapiens)	HNRNPL	HNRNPL	K562	ENCFF490VFL	6926f786b96af5db4a2b9f2022008275	fastq	NA	1	/files/ENCFF669YDE/	reads	1	HNRNPL_K562_rep1_R1_reads.fastq.gz	ENCFF490VFL.fastq.gz
HNRNPL (Homo sapiens)	HNRNPL	HNRNPL	K562	ENCFF669YDE	aead6e8fec22fc9184f4a529f768ffdd	fastq	NA	2	/files/ENCFF490VFL/	reads	1	HNRNPL_K562_rep1_R2_reads.fastq.gz	ENCFF669YDE.fastq.gz
HNRNPL (Homo sapiens)	HNRNPL	HNRNPL	K562	ENCFF549QWD	8a1217f04bdc0aefe60c127c6c188468	fastq	NA	2	/files/ENCFF868IOA/	reads	2	HNRNPL_K562_rep2_R2_reads.fastq.gz	ENCFF549QWD.fastq.gz
LSM11 (Homo sapiens)	LSM11	LSM11	K562	ENCFF408YYK	cb36e8a925c99655cbc77fe690f79071	fastq	NA	1	/files/ENCFF875THF/	reads	2	LSM11_K562_rep2_R1_reads.fastq.gz	ENCFF408YYK.fastq.gz
LSM11 (Homo sapiens)	LSM11	LSM11	K562	ENCFF924IHY	e268b7f6ec7effe9f195aa7a28bd851e	fastq	NA	1	/files/ENCFF203JSP/	reads	1	LSM11_K562_rep1_R1_reads.fastq.gz	ENCFF924IHY.fastq.gz
LSM11 (Homo sapiens)	LSM11	LSM11	K562	ENCFF203JSP	a620f301e4a2ac2a437e2841c6811f1e	fastq	NA	2	/files/ENCFF924IHY/	reads	1	LSM11_K562_rep1_R2_reads.fastq.gz	ENCFF203JSP.fastq.gz
LSM11 (Homo sapiens)	LSM11	LSM11	K562	ENCFF875THF	d7224ffa7265d7162e606c48bb9e674a	fastq	NA	2	/files/ENCFF408YYK/	reads	2	LSM11_K562_rep2_R2_reads.fastq.gz	ENCFF875THF.fastq.gz
SF3B4 (Homo sapiens)	SF3B4	SF3B4	K562	ENCFF036ZJT	0c61bf124ddea6aa2c7bc271210eef44	fastq	NA	1	/files/ENCFF063MAF/	reads	1	SF3B4_K562_rep1_R1_reads.fastq.gz	ENCFF036ZJT.fastq.gz
SF3B4 (Homo sapiens)	SF3B4	SF3B4	K562	ENCFF363ZXR	020ee81c47064d54547c89a4b8707b14	fastq	NA	1	/files/ENCFF900YPE/	reads	2	SF3B4_K562_rep2_R1_reads.fastq.gz	ENCFF363ZXR.fastq.gz
SF3B4 (Homo sapiens)	SF3B4	SF3B4	K562	ENCFF063MAF	836f36ecf9d72c576bec8c796a819a11	fastq	NA	2	/files/ENCFF036ZJT/	reads	1	SF3B4_K562_rep1_R2_reads.fastq.gz	ENCFF063MAF.fastq.gz
SF3B4 (Homo sapiens)	SF3B4	SF3B4	K562	ENCFF900YPE	1507061b0c74883656c9af76f6fa9749	fastq	NA	2	/files/ENCFF363ZXR/	reads	2	SF3B4_K562_rep2_R2_reads.fastq.gz	ENCFF900YPE.fastq.gz
IGF2BP2 eCLIP mock input (Homo sapiens)	NA	IGF2BP2 eCLIP mock input	K562	ENCFF939IUP	8be982a2dc0e96108b42e3dde02147fa	fastq	NA	1	/files/ENCFF610LIH/	reads	1	IGF2BP2-eCLIP-mock-input_K562_rep1_R1_reads.fastq.gz	ENCFF939IUP.fastq.gz
IGF2BP2 eCLIP mock input (Homo sapiens)	NA	IGF2BP2 eCLIP mock input	K562	ENCFF610LIH	3e124c7cddb467e717d1f606db98674b	fastq	NA	2	/files/ENCFF939IUP/	reads	1	IGF2BP2-eCLIP-mock-input_K562_rep1_R2_reads.fastq.gz	ENCFF610LIH.fastq.gz
ZRANB2 (Homo sapiens)	ZRANB2	ZRANB2	K562	ENCFF955OGW	be22a5628b02caf2766e765a4b74ea8f	fastq	NA	1	/files/ENCFF681RRF/	reads	2	ZRANB2_K562_rep2_R1_reads.fastq.gz	ENCFF955OGW.fastq.gz
ZRANB2 (Homo sapiens)	ZRANB2	ZRANB2	K562	ENCFF435TFT	8dfbea1493d4c7c4f9b9c296ddae6019	fastq	NA	1	/files/ENCFF897MPT/	reads	1	ZRANB2_K562_rep1_R1_reads.fastq.gz	ENCFF435TFT.fastq.gz
ZRANB2 (Homo sapiens)	ZRANB2	ZRANB2	K562	ENCFF897MPT	e151a8576cb859b150aba1bb3ad72fdd	fastq	NA	2	/files/ENCFF435TFT/	reads	1	ZRANB2_K562_rep1_R2_reads.fastq.gz	ENCFF897MPT.fastq.gz
ZRANB2 (Homo sapiens)	ZRANB2	ZRANB2	K562	ENCFF681RRF	21dbe30ee2a84a2ea1cc89e71a5d963f	fastq	NA	2	/files/ENCFF955OGW/	reads	2	ZRANB2_K562_rep2_R2_reads.fastq.gz	ENCFF681RRF.fastq.gz
PUM2 (Homo sapiens)	PUM2	PUM2	K562	ENCFF956TOZ	fc8a78b24ef686116768ec102ca86c38	fastq	NA	1	/files/ENCFF133DNM/	reads	1	PUM2_K562_rep1_R1_reads.fastq.gz	ENCFF956TOZ.fastq.gz
PUM2 (Homo sapiens)	PUM2	PUM2	K562	ENCFF041KJT	35588c3c96505857489e417b16d3ced0	fastq	NA	1	/files/ENCFF462SCV/	reads	2	PUM2_K562_rep2_R1_reads.fastq.gz	ENCFF041KJT.fastq.gz
